type,value,role,vuln_id,cve,campaigns,malware,actors,source_id,reference,first_seen
md5,748c9f8cb1065000616204935f96207f,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,c5a460e4e68a088f6e51b2c6474642ec,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,129462164a7d52e9ea8560b60f0412c5,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,ec0bf4a2186a88874e9f26f07cfeb532,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,b348642146ea34771e5785c5857950f5,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,c915cb6c2aeb863ee8479238e1644217,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,0e79996d9483d1e44fea32b0a48c2c19,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,2bb75c20e778eb5c416965bd4d4259b1,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,b3a6fee3307f1c26841fd5c603e2b013,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,8fcc3e4ccbf1725d9989fb464abf3561,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,489f43be558b2679284ceabed7adc4f3,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,0e4541c3153ec5ed01497f19cf4f63d0,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,12d4e8f5295f2ef7e0f9bfc0f4830939,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,7f267006cac10f341c356b62fe493527,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,ee2861d5965e8730708cd1da8a93fa4c,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,dd1fd2b459b97b7d59375cb8383cd19a,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,4333f52668996c0fa44c14fefba7fecc,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,c3a2abe8756910f42582b04a44ea3514,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,43f435c3c437bc879a2d7d4634f43494,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,aee9642b45b099cb7f3053b9b680b425,payload,VW-2026-47275,CVE-2026-72529,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
ipv4,81.177.32.12,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
ipv4,194.87.239.71,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
ipv4,194.87.93.153,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
ipv4,38.244.205.244,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
ipv4,31.59.102.61,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,penzadogshelter.site,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,trendy-market.site,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,bright-deals.site,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,nova-stream.site,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,rinomobile.ink,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,urbanpixel.store,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,flexish.shop,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,media-hub.today,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,cosmetic-deals.store,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
domain,vks.gossopka.forum,infrastructure,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,4d27b4eb1c5dbb3d8160f29b8119523e,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,748c9f8cb1065000616204935f96207f,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,c5a460e4e68a088f6e51b2c6474642ec,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,129462164a7d52e9ea8560b60f0412c5,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,ec0bf4a2186a88874e9f26f07cfeb532,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,b348642146ea34771e5785c5857950f5,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,c915cb6c2aeb863ee8479238e1644217,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,0e79996d9483d1e44fea32b0a48c2c19,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,2bb75c20e778eb5c416965bd4d4259b1,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,b3a6fee3307f1c26841fd5c603e2b013,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,8fcc3e4ccbf1725d9989fb464abf3561,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,489f43be558b2679284ceabed7adc4f3,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,0e4541c3153ec5ed01497f19cf4f63d0,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,12d4e8f5295f2ef7e0f9bfc0f4830939,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,7f267006cac10f341c356b62fe493527,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,ee2861d5965e8730708cd1da8a93fa4c,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,dd1fd2b459b97b7d59375cb8383cd19a,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,4333f52668996c0fa44c14fefba7fecc,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,c3a2abe8756910f42582b04a44ea3514,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,43f435c3c437bc879a2d7d4634f43494,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
md5,aee9642b45b099cb7f3053b9b680b425,payload,VW-2026-47276,CVE-2026-72530,Head Mare TrueConf Server exploitation (PhantomCore delivery),PhantomCore;PhantomGraph,Head Mare,kaspersky_ics_cert,https://ics-cert.kaspersky.com/publications/reports/2026/08/12/head-mare-exploits-vulnerabilities-in-trueconf-server-to-deliver-phantomcore-malware/,2026-08-12
ipv4,67.213.118.179,scanner,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,cloudsek,https://www.cloudsek.com/blog/honey-for-hackers-a-study-of-attacks-targeting-the-recent-cve-2026-21962-and-other-critical-weblogic-vulnerabilities-on-a-high-interactive-oracle-honeypot,2026-01-22
ipv4,41.251.179.181,scanner,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,cloudsek,https://www.cloudsek.com/blog/honey-for-hackers-a-study-of-attacks-targeting-the-recent-cve-2026-21962-and-other-critical-weblogic-vulnerabilities-on-a-high-interactive-oracle-honeypot,2026-01-27
ipv4,149.28.149.165,scanner,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,cloudsek,https://www.cloudsek.com/blog/honey-for-hackers-a-study-of-attacks-targeting-the-recent-cve-2026-21962-and-other-critical-weblogic-vulnerabilities-on-a-high-interactive-oracle-honeypot,2026-01-27
ipv4,130.94.17.180,infrastructure,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,2026-06-09
ipv4,130.94.30.168,payload,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,
ipv4,92.38.135.196,c2,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,
ipv4,221.198.83.248,infrastructure,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,
ipv4,149.129.37.105,infrastructure,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,
ipv4,218.68.183.234,infrastructure,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,
domain,google.chromeupgrades.com,infrastructure,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,2026-06-05
domain,speedtest.qqmail.website,infrastructure,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,2026-02-10
url,http://130.94.30.168:8080/slt,payload,VW-2026-48823,CVE-2026-21962,SNOWLIGHT,GoCobaltStrike;SNOWLIGHT,UNC5174;UNC6586,socradar,https://socradar.io/blog/snowlight-government-chinese-campaign/,
